planner,config_variant,query_id,metric,count,total_runs,action_success_count,action_success_rate,static_footprint_valid_count,static_footprint_valid_rate,final_valid_success_count,final_valid_success_rate,collision_path_count,mean,std,P50,P95,P99,min,max
navfn,normalized,q00,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.6045313368851886,2.482534153247273e-16,1.6045313368851888,1.6045313368851888,1.6045313368851888,1.6045313368851888,1.6045313368851888
navfn,normalized,q00,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q00,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q00,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5,0.0,0.5,0.5,0.5,0.5,0.5
navfn,normalized,q00,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.550000011920929,0.0,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929
navfn,normalized,q00,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,0.8389148712158203,0.0,0.8389148712158203,0.8389148712158203,0.8389148712158203,0.8389148712158203,0.8389148712158203
navfn,normalized,q00,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q00,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q00,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,3.6581167297590853,4.965068306494546e-16,3.658116729759085,3.658116729759085,3.658116729759085,3.658116729759085,3.658116729759085
navfn,normalized,q00,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,96.0,0.0,96.0,96.0,96.0,96.0,96.0
navfn,normalized,q00,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q00,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,20.23028263413236,0.0,20.23028263413236,20.23028263413236,20.23028263413236,20.23028263413236,20.23028263413236
navfn,normalized,q00,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.9120838516775868,0.0,0.9120838516775868,0.9120838516775868,0.9120838516775868,0.9120838516775868,0.9120838516775868
navfn,normalized,q01,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,9.474165200000002,1.7300222562662884,9.818898,11.5059116,11.778744719999999,7.626977,11.846953
navfn,normalized,q01,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,51.834095000000005,2.4104165193563554,52.35671,54.3311172,54.47784664,48.938328,54.514529
navfn,normalized,q01,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,14.0,5.477225575051661,10.0,20.0,20.0,10.0,20.0
navfn,normalized,q01,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,26.814703571871668,9.7402730889288,20.43388159889729,37.89709126490435,38.13901605811415,18.65759708433999,38.199497256416606
navfn,normalized,q01,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,128176128.0,217609.03510654147,128176128.0,128423526.4,128445153.28,127901696.0,128450560.0
navfn,normalized,q01,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,92718080.0,217609.03510654147,92718080.0,92965478.4,92987105.28,92443648.0,92992512.0
navfn,normalized,q01,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,238469120.0,217609.03510654147,238469120.0,238716518.4,238738145.28,238194688.0,238743552.0
navfn,normalized,q01,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,137355264.0,217609.03510654147,137355264.0,137602662.4,137624289.28,137080832.0,137629696.0
navfn,normalized,q01,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,36.166092131684536,0.0,36.166092131684536,36.166092131684536,36.166092131684536,36.166092131684536,36.166092131684536
navfn,normalized,q01,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,24.42478249647272,0.0,24.42478249647272,24.42478249647272,24.42478249647272,24.42478249647272,24.42478249647272
navfn,normalized,q01,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.480712965894678,0.0,1.480712965894678,1.480712965894678,1.480712965894678,1.480712965894678,1.480712965894678
navfn,normalized,q01,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q01,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q01,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5295349955558777,0.0,0.5295349955558777,0.5295349955558777,0.5295349955558777,0.5295349955558777,0.5295349955558777
navfn,normalized,q01,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6192249655723572,0.0,0.6192249655723572,0.6192249655723572,0.6192249655723572,0.6192249655723572,0.6192249655723572
navfn,normalized,q01,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q01,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q01,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q01,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,5.812350661790414,0.0,5.812350661790414,5.812350661790414,5.812350661790414,5.812350661790414,5.812350661790414
navfn,normalized,q01,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,200.0,0.0,200.0,200.0,200.0,200.0,200.0
navfn,normalized,q01,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q01,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,35.41609361795899,0.0,35.41609361795899,35.41609361795899,35.41609361795899,35.41609361795899,35.41609361795899
navfn,normalized,q01,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.9792623844734256,0.0,0.9792623844734256,0.9792623844734256,0.9792623844734256,0.9792623844734256,0.9792623844734256
navfn,normalized,q02,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,10.6088606,1.1389568045043676,10.211618,12.1597536,12.51021792,9.729278,12.597834
navfn,normalized,q02,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,47.6912612,1.7256843390891918,47.50838,49.9540142,50.39111484,45.935236,50.50039
navfn,normalized,q02,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0
navfn,normalized,q02,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,20.989607039734516,0.7397582919502347,21.048918106658235,21.694467622138855,21.754717838468515,19.801827273017096,21.76978039255093
navfn,normalized,q02,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,127949209.6,179398.25376184686,127950848.0,128153190.4,128171540.48,127721472.0,128176128.0
navfn,normalized,q02,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,92358041.6,179398.25376184686,92359680.0,92562022.4,92580372.48,92130304.0,92584960.0
navfn,normalized,q02,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,238332313.6,179398.25376184686,238333952.0,238536294.4,238554644.48,238104576.0,238559232.0
navfn,normalized,q02,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,136960409.6,179398.25376184686,136962048.0,137164390.4,137182740.48,136732672.0,137187328.0
navfn,normalized,q02,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,29.772290651547813,3.972054645195637e-15,29.772290651547817,29.772290651547817,29.772290651547817,29.772290651547817,29.772290651547817
navfn,normalized,q02,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,15.380832227158578,0.0,15.380832227158578,15.380832227158578,15.380832227158578,15.380832227158578,15.380832227158578
navfn,normalized,q02,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.9356748849374772,2.482534153247273e-16,1.935674884937477,1.935674884937477,1.935674884937477,1.935674884937477,1.935674884937477
navfn,normalized,q02,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q02,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0299422556336226,0.0,1.0299422556336226,1.0299422556336226,1.0299422556336226,1.0299422556336226,1.0299422556336226
navfn,normalized,q02,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5295349955558777,0.0,0.5295349955558777,0.5295349955558777,0.5295349955558777,0.5295349955558777,0.5295349955558777
navfn,normalized,q02,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6000000238418579,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
navfn,normalized,q02,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,0.7196899652481079,0.0,0.7196899652481079,0.7196899652481079,0.7196899652481079,0.7196899652481079,0.7196899652481079
navfn,normalized,q02,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q02,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q02,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,10.322216782075898,0.0,10.322216782075898,10.322216782075898,10.322216782075898,10.322216782075898,10.322216782075898
navfn,normalized,q02,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,259.0,0.0,259.0,259.0,259.0,259.0,259.0
navfn,normalized,q02,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q02,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,3.1445592225488466,0.0,3.1445592225488466,3.1445592225488466,3.1445592225488466,3.1445592225488466,3.1445592225488466
navfn,normalized,q02,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.1056203319842763,0.0,0.1056203319842763,0.1056203319842763,0.1056203319842763,0.1056203319842763,0.1056203319842763
navfn,normalized,q03,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,10.952701199999998,0.6695153179810004,10.699755,11.8583506,12.013554919999999,10.349727,12.052356
navfn,normalized,q03,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,69.95217199999999,0.9306913393937336,70.399677,70.76262840000001,70.78079288,68.791008,70.785334
navfn,normalized,q03,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,12.0,4.47213595499958,10.0,18.0,19.6,10.0,20.0
navfn,normalized,q03,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,17.191325994860783,6.568727434671628,14.204610626267506,26.057837676573648,28.362048482939155,14.127220195076,28.93810118453053
navfn,normalized,q03,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,128747110.4,319285.7616318022,128745472.0,129110835.2,129142947.84,128344064.0,129150976.0
navfn,normalized,q03,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,93309542.4,319285.7616318022,93307904.0,93673267.2,93705379.84,92906496.0,93713408.0
navfn,normalized,q03,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,239117926.4,319285.7616318022,239116288.0,239481651.2,239513763.84,238714880.0,239521792.0
navfn,normalized,q03,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,137967206.4,319285.7616318022,137965568.0,138330931.2,138363043.84,137564160.0,138371072.0
navfn,normalized,q03,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,52.647231305593415,0.0,52.647231305593415,52.647231305593415,52.647231305593415,52.647231305593415,52.647231305593415
navfn,normalized,q03,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,35.05567001213926,0.0,35.05567001213926,35.05567001213926,35.05567001213926,35.05567001213926,35.05567001213926
navfn,normalized,q03,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.5018178596319072,0.0,1.5018178596319072,1.5018178596319072,1.5018178596319072,1.5018178596319072,1.5018178596319072
navfn,normalized,q03,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q03,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0229995313081663,0.0,1.0229995313081663,1.0229995313081663,1.0229995313081663,1.0229995313081663,1.0229995313081663
navfn,normalized,q03,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5196899771690369,0.0,0.5196899771690369,0.5196899771690369,0.5196899771690369,0.5196899771690369,0.5196899771690369
navfn,normalized,q03,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5998449325561523,0.0,0.5998449325561523,0.5998449325561523,0.5998449325561523,0.5998449325561523,0.5998449325561523
navfn,normalized,q03,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6500000357627869,0.0,0.6500000357627869,0.6500000357627869,0.6500000357627869,0.6500000357627869,0.6500000357627869
navfn,normalized,q03,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q03,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q03,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,18.879245122893213,0.0,18.879245122893213,18.879245122893213,18.879245122893213,18.879245122893213,18.879245122893213
navfn,normalized,q03,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,636.0,0.0,636.0,636.0,636.0,636.0,636.0
navfn,normalized,q03,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q03,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,18.879377424961145,0.0,18.879377424961145,18.879377424961145,18.879377424961145,18.879377424961145,18.879377424961145
navfn,normalized,q03,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.3586015248432511,0.0,0.3586015248432511,0.3586015248432511,0.3586015248432511,0.3586015248432511,0.3586015248432511
navfn,normalized,q04,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,9.411209,0.9053883902339923,9.799496,10.2349222,10.27530204,8.151247,10.285397
navfn,normalized,q04,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,109.2933088,134.17838238753106,49.967924,289.52827019999995,337.35332043999995,47.32512,349.309583
navfn,normalized,q04,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,10.0,0.0,10.0,10.0,10.0,10.0,10.0
navfn,normalized,q04,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,16.812825684716493,7.814164840437674,20.012838636241923,20.947939949070545,21.093929700939196,2.862790054059296,21.13042713890636
navfn,normalized,q04,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,128022937.6,192350.70689966285,128024576.0,128241664.0,128261324.8,127778816.0,128266240.0
navfn,normalized,q04,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,92471296.0,190408.93827759242,92471296.0,92688384.0,92708044.8,92229632.0,92712960.0
navfn,normalized,q04,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,238310195.2,224186.31976817854,238338048.0,238555136.0,238574796.8,238026752.0,238579712.0
navfn,normalized,q04,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,137082880.0,192837.1721842031,137084928.0,137302016.0,137321676.8,136838144.0,137326592.0
navfn,normalized,q04,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,31.5993601735672,3.972054645195637e-15,31.599360173567195,31.599360173567195,31.599360173567195,31.599360173567195,31.599360173567195
navfn,normalized,q04,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,26.602443496791796,0.0,26.602443496791796,26.602443496791796,26.602443496791796,26.602443496791796,26.602443496791796
navfn,normalized,q04,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.1878367555739011,0.0,1.1878367555739011,1.1878367555739011,1.1878367555739011,1.1878367555739011,1.1878367555739011
navfn,normalized,q04,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q04,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q04,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.4000000059604645,0.0,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645
navfn,normalized,q04,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6295350193977356,0.0,0.6295350193977356,0.6295350193977356,0.6295350193977356,0.6295350193977356,0.6295350193977356
navfn,normalized,q04,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,0.8500000238418579,0.0,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579
navfn,normalized,q04,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q04,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q04,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,6.406188787775067,0.0,6.406188787775067,6.406188787775067,6.406188787775067,6.406188787775067,6.406188787775067
navfn,normalized,q04,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,216.0,0.0,216.0,216.0,216.0,216.0,216.0
navfn,normalized,q04,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q04,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,22.202233861464787,0.0,22.202233861464787,22.202233861464787,22.202233861464787,22.202233861464787,22.202233861464787
navfn,normalized,q04,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.7026165637377972,0.0,0.7026165637377972,0.7026165637377972,0.7026165637377972,0.7026165637377972,0.7026165637377972
navfn,normalized,q05,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,7.753778,1.1101417335342816,8.183567,8.6552296,8.68101472,5.980394,8.687461
navfn,normalized,q05,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,29.121039200000002,1.3095154243603622,29.276465,30.6306526,30.78665052,27.677976,30.82565
navfn,normalized,q05,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,12.0,4.47213595499958,10.0,18.0,19.6,10.0,20.0
navfn,normalized,q05,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,41.226318551095964,15.220378105401075,35.746914987616194,61.8773687536717,67.02688060603603,32.44051625837574,68.3142585691271
navfn,normalized,q05,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,127423283.2,95858.65220834268,127422464.0,127533056.0,127542886.4,127303680.0,127545344.0
navfn,normalized,q05,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,91983667.2,95858.65220834268,91982848.0,92093440.0,92103270.4,91864064.0,92105728.0
navfn,normalized,q05,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,237716275.2,95858.65220834268,237715456.0,237826048.0,237835878.4,237596672.0,237838336.0
navfn,normalized,q05,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,136562483.2,95858.65220834268,136561664.0,136672256.0,136682086.4,136442880.0,136684544.0
navfn,normalized,q05,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,15.743498865712052,0.0,15.743498865712052,15.743498865712052,15.743498865712052,15.743498865712052,15.743498865712052
navfn,normalized,q05,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,14.38367129769031,0.0,14.38367129769031,14.38367129769031,14.38367129769031,14.38367129769031,14.38367129769031
navfn,normalized,q05,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.0945396720961011,0.0,1.0945396720961011,1.0945396720961011,1.0945396720961011,1.0945396720961011,1.0945396720961011
navfn,normalized,q05,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q05,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q05,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.5196899771690369,0.0,0.5196899771690369,0.5196899771690369,0.5196899771690369,0.5196899771690369,0.5196899771690369
navfn,normalized,q05,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.569689929485321,0.0,0.569689929485321,0.569689929485321,0.569689929485321,0.569689929485321,0.569689929485321
navfn,normalized,q05,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,1.0887597799301147,0.0,1.0887597799301147,1.0887597799301147,1.0887597799301147,1.0887597799301147,1.0887597799301147
navfn,normalized,q05,footprint_collision_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q05,heading_change_p95_rad,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q05,curvature_p95_per_m,5,5,5,1.0,5,1.0,5,1.0,0,6.258057224503991,0.0,6.258057224503991,6.258057224503991,6.258057224503991,6.258057224503991,6.258057224503991
navfn,normalized,q05,preferred_radius_violation_count,5,5,5,1.0,5,1.0,5,1.0,0,74.0,0.0,74.0,74.0,74.0,74.0,74.0
navfn,normalized,q05,in_place_rotation_count,5,5,5,1.0,5,1.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navfn,normalized,q05,reverse_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.8197050983778228,0.0,0.8197050983778228,0.8197050983778228,0.8197050983778228,0.8197050983778228,0.8197050983778228
navfn,normalized,q05,reverse_ratio,5,5,5,1.0,5,1.0,5,1.0,0,0.052066259563372394,7.757919228897728e-18,0.0520662595633724,0.0520662595633724,0.0520662595633724,0.0520662595633724,0.0520662595633724
navfn,normalized,q06,planning_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,8.127936,0.477622857426757,8.414134,8.525944,8.5431768,7.478479,8.547485
navfn,normalized,q06,wall_time_ms,5,5,5,1.0,5,1.0,5,1.0,0,43.814483800000005,5.19441060549623,41.703179,50.9072856,52.61784672,40.749163,53.045487
navfn,normalized,q06,cpu_total_ms,5,5,5,1.0,5,1.0,5,1.0,0,12.0,4.47213595499958,10.0,18.0,19.6,10.0,20.0
navfn,normalized,q06,cpu_percent,5,5,5,1.0,5,1.0,5,1.0,0,27.770324700988322,11.124070366128919,24.26000318776442,42.684481506461324,46.3133015363465,18.851745106987146,47.22050654381779
navfn,normalized,q06,planner_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,127883673.6,159969.645760688,127885312.0,128065536.0,128081920.0,127680512.0,128086016.0
navfn,normalized,q06,planner_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,92366233.6,159969.645760688,92367872.0,92548096.0,92564480.0,92163072.0,92568576.0
navfn,normalized,q06,stack_rss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,238053785.6,159969.645760688,238055424.0,238235648.0,238252032.0,237850624.0,238256128.0
navfn,normalized,q06,stack_pss_peak_bytes,5,5,5,1.0,5,1.0,5,1.0,0,136925593.6,159969.645760688,136927232.0,137107456.0,137123840.0,136722432.0,137127936.0
navfn,normalized,q06,path_length_m,5,5,5,1.0,5,1.0,5,1.0,0,26.41683432899315,3.972054645195637e-15,26.416834328993147,26.416834328993147,26.416834328993147,26.416834328993147,26.416834328993147
navfn,normalized,q06,euclidean_distance_m,5,5,5,1.0,5,1.0,5,1.0,0,24.36472860509634,0.0,24.36472860509634,24.36472860509634,24.36472860509634,24.36472860509634,24.36472860509634
navfn,normalized,q06,length_over_euclidean,5,5,5,1.0,5,1.0,5,1.0,0,1.084224444160957,0.0,1.084224444160957,1.084224444160957,1.084224444160957,1.084224444160957,1.084224444160957
navfn,normalized,q06,length_over_navfn,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q06,length_over_shortest_observed_valid,5,5,5,1.0,5,1.0,5,1.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
navfn,normalized,q06,minimum_clearance_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6000000238418579,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579
navfn,normalized,q06,clearance_p05_m,5,5,5,1.0,5,1.0,5,1.0,0,0.6500000357627869,0.0,0.6500000357627869,0.6500000357627869,0.6500000357627869,0.6500000357627869,0.6500000357627869
navfn,normalized,q06,clearance_p50_m,5,5,5,1.0,5,1.0,5,1.0,0,0.9000000357627869,0.0,0.9000000357627869,0.9000000357627869,0.9000000357627869,0.9000000357627869,0.9000000357627869
