paired_valid_count,path_length_ratio_mean,path_length_ratio_P95,l3_only_planning_time_ratio_mean,l3_only_planning_time_speedup_mean,composed_online_time_ratio_mean,composed_online_time_ratio_P50,rss_layer_peak_ratio_mean
25,1.0351090045361495,1.0709955656032213,1.0740323994098453,1.0663376691315662,22.793198542020022,17.171870396426552,1.6470800108092076
