planner,config_variant,metric,count,total_runs,action_success_count,action_success_rate,static_footprint_valid_count,static_footprint_valid_rate,final_valid_success_count,final_valid_success_rate,collision_path_count,mean,std,P50,P95,P99,min,max
smac_hybrid,product,cpu_percent,50,50,40,0.8,35,0.7,35,0.7,5,76.55658647241802,22.87340265830271,80.81168269031741,101.65864606241252,130.72971824733983,22.94032684184787,131.10294019319852
smac_hybrid,product,planner_rss_peak_bytes,50,50,40,0.8,35,0.7,35,0.7,5,140242780.16,20938477.70774703,131473408.0,195829760.0,196293509.12,121954304.0,196739072.0
smac_hybrid,product,planner_pss_peak_bytes,50,50,40,0.8,35,0.7,35,0.7,5,104642273.28,20953945.733306147,95886336.0,160274432.0,160738703.35999998,86285312.0,161184768.0
smac_hybrid,product,stack_rss_peak_bytes,50,50,40,0.8,35,0.7,35,0.7,5,250566819.84,20904492.301062204,241850368.0,306200576.0,306664325.12,232337408.0,307109888.0
smac_hybrid,product,stack_pss_peak_bytes,50,50,40,0.8,35,0.7,35,0.7,5,149235548.16,20913799.839859497,140577792.0,204867584.0,205332377.6,130918400.0,205778944.0
smac_hybrid,product,path_length_m,40,50,40,0.8,35,0.7,35,0.7,5,31.715627383344252,10.107393422927142,30.512548623588685,53.717218005641215,53.717218005641215,17.20990668069198,53.717218005641215
smac_hybrid,product,euclidean_distance_m,40,50,40,0.8,35,0.7,35,0.7,5,22.79494825358423,6.604899821940058,24.39475555078453,35.05567001213926,35.05567001213926,12.969194269498782,35.05567001213926
smac_hybrid,product,length_over_euclidean,40,50,40,0.8,35,0.7,35,0.7,5,1.4018022246421837,0.2216531683940116,1.3143009536042034,1.8794013062254284,1.8794013062254284,1.1429724078288095,1.8794013062254284
smac_hybrid,product,length_over_navfn,35,50,40,0.8,35,0.7,35,0.7,5,1.0521886072770337,0.07342772372246924,1.027771122435344,1.2086814621479658,1.2086814621479658,0.9709281867787081,1.2086814621479658
smac_hybrid,product,length_over_shortest_observed_valid,35,50,40,0.8,35,0.7,35,0.7,5,1.056613114779258,0.06907428926357158,1.027771122435344,1.2086814621479658,1.2086814621479658,1.0,1.2086814621479658
smac_hybrid,product,minimum_clearance_m,40,50,40,0.8,35,0.7,35,0.7,5,0.3673643656075001,0.06921972078827733,0.38976749777793884,0.4598449766635895,0.4598449766635895,0.25,0.4598449766635895
smac_hybrid,product,clearance_p05_m,40,50,40,0.8,35,0.7,35,0.7,5,0.5248042978346348,0.06840627326240752,0.5,0.699999988079071,0.699999988079071,0.4795350134372711,0.699999988079071
smac_hybrid,product,clearance_p50_m,40,50,40,0.8,35,0.7,35,0.7,5,0.8997868746519089,0.10590021534703534,0.9147675335407257,1.0500000715255735,1.0500000715255735,0.75,1.0500000715255735
smac_hybrid,product,footprint_collision_count,40,50,40,0.8,35,0.7,35,0.7,5,3.5,9.378097778799171,0.0,28.0,28.0,0.0,28.0
smac_hybrid,product,heading_change_p95_rad,40,50,40,0.8,35,0.7,35,0.7,5,0.04848371156295745,0.00910000568593357,0.05202300302563055,0.061022966446139,0.061022966446139,0.033521364834125,0.061022966446139
smac_hybrid,product,curvature_p95_per_m,40,50,40,0.8,35,0.7,35,0.7,5,1.9237604689673478,0.6975139123516626,1.7806040728253205,3.2895437183064766,3.2895437183064766,1.1774393757455983,3.2895437183064766
smac_hybrid,product,preferred_radius_violation_count,40,50,40,0.8,35,0.7,35,0.7,5,58.0,16.832508230603462,54.0,83.0,83.0,34.0,83.0
smac_hybrid,product,in_place_rotation_count,40,50,40,0.8,35,0.7,35,0.7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smac_hybrid,product,reverse_distance_m,40,50,40,0.8,35,0.7,35,0.7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smac_hybrid,product,reverse_ratio,40,50,40,0.8,35,0.7,35,0.7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
