candidate_count,candidate_success_count,all_query_success_rate,reachable_query_success_rate,successful_static_collision_count,successful_rotate_in_place_count,successful_hard_radius_violation_count,hybrid_calls,hybrid_success,q04_failure_code,action_success_static_invalid_count
50,35,0.7,0.7777777777777778,0,0,0,100,75,STATIC_SEMANTICS_CONSERVATIVE_INFLATION_MISMATCH,10
