planner,config_variant,metric,hospital_010_P50,hospital_010_P95,hospital_010_P99,hospital_005_v2_P50,hospital_005_v2_P95,hospital_005_v2_P99,strict_query_set_comparison,comparison_note
navfn,normalized,planning_time_ms,2.1195425,3.1068817,3.13683492,9.12986,11.511460899999998,12.330549779999998,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,wall_time_ms,18.494884,30.3968044,30.76719759,45.803923,70.54934795,212.83270098999944,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,cpu_total_ms,0.0,10.0,15.09999999999998,10.0,20.0,20.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,cpu_percent,0.0,64.95131341611003,87.36578785155504,21.83237053514815,38.29528991076196,57.978320076725495,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,planner_rss_peak_bytes,80490496.0,84272537.6,84409016.32,127854592.0,128655155.2,129052631.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,planner_pss_peak_bytes,44858880.0,48626073.6,48762552.32,92343296.0,93217587.2,93615063.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,stack_rss_peak_bytes,185382912.0,195368345.6,195504824.32,238118912.0,239025971.2,239423447.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,stack_pss_peak_bytes,83860480.0,93898137.6,94034616.32,136944128.0,137875251.2,138272727.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,path_length_m,28.27011112666398,53.59690382106255,53.59690382106255,28.094562490270484,52.647231305593415,52.647231305593415,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,euclidean_distance_m,21.625483490613096,35.05567001213926,35.05567001213926,21.625483490613096,35.05567001213926,35.05567001213926,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,length_over_euclidean,1.2738926993011992,1.9724372506086243,1.9724372506086243,1.250629089193511,1.935674884937477,1.935674884937477,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,length_over_navfn,1.0,1.0,1.0,1.0,1.0,1.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,length_over_shortest_observed_valid,1.0071326753902328,1.0510505407365969,1.0510505407365969,1.0,1.0299422556336226,1.0299422556336226,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,minimum_clearance_m,0.5393800139427185,0.699999988079071,0.699999988079071,0.5246124863624573,0.6000000238418579,0.6000000238418579,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,footprint_collision_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,heading_change_p95_rad,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,curvature_p95_per_m,5.374303150657076,15.0661542408913,15.0661542408913,7.438159205965634,27.33184763360861,27.33184763360861,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,preferred_radius_violation_count,68.0,286.0,286.0,182.0,636.0,636.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,in_place_rotation_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,reverse_distance_m,19.71233540420242,36.26399611625132,36.26399611625132,19.554830029546753,35.41609361795899,35.41609361795899,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,normalized,reverse_ratio,0.5520999542260093,0.9837238956244696,0.9837238956244696,0.5306090442905241,0.9792623844734256,0.9792623844734256,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,planning_time_ms,2.3787195,2.9766392499999994,3.24444485,10.156349500000001,12.06560815,13.934314689999999,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,wall_time_ms,18.184124,31.47909895,34.333168869999994,47.6604085,70.23421625,85.08965794999995,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,cpu_total_ms,0.0,10.0,10.0,10.0,20.0,25.09999999999998,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,cpu_percent,0.0,60.97891118026515,87.38586383780414,23.9653917000923,47.63637392818414,70.38384612886126,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,planner_rss_peak_bytes,80523264.0,81149132.8,81275494.4,127821824.0,128606003.2,129003479.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,planner_pss_peak_bytes,44855808.0,45609164.8,45735526.4,92327424.0,93182771.2,93580247.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,stack_rss_peak_bytes,185159680.0,187382579.2,187505254.4,238098432.0,238974361.6,239349719.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,stack_pss_peak_bytes,83466240.0,85912780.8,86039142.4,136934400.0,137789235.2,138186711.04,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,path_length_m,28.27011112666398,53.59690382106255,53.59690382106255,28.094562490270484,52.647231305593415,52.647231305593415,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,euclidean_distance_m,21.625483490613096,35.05567001213926,35.05567001213926,21.625483490613096,35.05567001213926,35.05567001213926,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,length_over_euclidean,1.2738926993011992,1.9724372506086243,1.9724372506086243,1.250629089193511,1.935674884937477,1.935674884937477,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,length_over_navfn,1.0,1.0,1.0,1.0,1.0,1.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,length_over_shortest_observed_valid,1.0,1.050776468514533,1.050776468514533,1.0,1.029942289880104,1.029942289880104,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,minimum_clearance_m,0.5393800139427185,0.699999988079071,0.699999988079071,0.5246124863624573,0.6000000238418579,0.6000000238418579,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,footprint_collision_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,heading_change_p95_rad,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,curvature_p95_per_m,5.374303150657076,15.0661542408913,15.0661542408913,7.438159205965634,27.33184763360861,27.33184763360861,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,preferred_radius_violation_count,68.0,286.0,286.0,182.0,636.0,636.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,in_place_rotation_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,reverse_distance_m,19.71233540420242,36.26399611625132,36.26399611625132,19.554830029546753,35.41609361795899,35.41609361795899,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
navfn,product,reverse_ratio,0.5520999542260093,0.9837238956244696,0.9837238956244696,0.5306090442905241,0.9792623844734256,0.9792623844734256,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,planning_time_ms,11.8056665,24.2217533,27.832802919999995,22.415436,101.10065575,117.80024591999995,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,wall_time_ms,20.077857,34.8700242,38.73147712999999,35.0595875,116.74998599999999,134.20627474999995,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,cpu_total_ms,10.0,30.0,30.0,20.0,110.0,120.19999999999996,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,cpu_percent,67.2021231385767,111.96756312060332,140.06853231688203,67.38071788615544,94.87204605659792,103.41097333824793,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,planner_rss_peak_bytes,92033024.0,96519372.8,97394688.0,127397888.0,146528460.8,146530304.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,planner_pss_peak_bytes,56312320.0,60741836.8,61617152.0,91790848.0,110869708.8,110871552.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,stack_rss_peak_bytes,203788288.0,208192716.8,209068032.0,237768704.0,256940236.8,256942080.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,stack_pss_peak_bytes,102232064.0,106400972.8,107276288.0,136434176.0,155449548.8,155451392.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,path_length_m,27.867889159181416,51.40114118735795,51.40114118735795,27.864523810559575,51.463592791944365,51.463592791944365,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,euclidean_distance_m,21.625483490613096,35.05567001213926,35.05567001213926,21.625483490613096,35.05567001213926,35.05567001213926,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,length_over_euclidean,1.2635711792220563,1.876634066736983,1.876634066736983,1.2535523495321486,1.8794013687171676,1.8794013687171676,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,length_over_navfn,0.984299124303902,1.0404718230031311,1.0404718230031311,1.0087715574335512,1.0686118986692255,1.0686118986692255,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,length_over_shortest_observed_valid,1.0,1.0404718230031311,1.0404718230031311,1.0087715574335512,1.0686118986692255,1.0686118986692255,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,minimum_clearance_m,0.3596900105476379,0.5600000023841858,0.5600000023841858,0.4000000059604645,0.5492249727249146,0.5492249727249146,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,footprint_collision_count,0.0,14.0,14.0,0.0,1.0,1.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,heading_change_p95_rad,0.1033051583678239,0.1103276125756913,0.1103276125756913,0.05205715833777175,0.0581776301066083,0.0581776301066083,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,curvature_p95_per_m,1.834507891257619,2.9549288939069163,2.9549288939069163,1.6129898271392165,2.6037009545731924,2.6037009545731924,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,preferred_radius_violation_count,26.0,37.0,37.0,49.5,73.0,73.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,in_place_rotation_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,reverse_distance_m,0.6452258813101983,2.4913184962794643,2.4913184962794643,0.5651578978450033,2.466265959091617,2.466265959091617,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,normalized,reverse_ratio,0.0335527250918959,0.145106581754979,0.145106581754979,0.02885902252432155,0.0919483725971479,0.0919483725971479,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,planning_time_ms,7.793051999999999,22.49966585,24.80724672,29.8045,143.48232985,145.02708609,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,wall_time_ms,20.2138305,589.3703786,608.8154366699999,62.7223835,615.3911226,655.6330989699999,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
