planner,config_variant,metric,hospital_010_P50,hospital_010_P95,hospital_010_P99,hospital_005_v2_P50,hospital_005_v2_P95,hospital_005_v2_P99,strict_query_set_comparison,comparison_note
smac_hybrid,product,cpu_total_ms,10.0,595.5,615.3,40.0,621.0,660.3999999999999,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,cpu_percent,67.98980496840196,129.50605282445707,219.82119517394025,80.81168269031741,101.65864606241252,130.72971824733983,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,planner_rss_peak_bytes,86779904.0,157178060.8,157179904.0,131473408.0,195829760.0,196293509.12,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,planner_pss_peak_bytes,50998272.0,121462988.8,121464832.0,95886336.0,160274432.0,160738703.35999998,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,stack_rss_peak_bytes,191399936.0,261777612.8,261779456.0,241850368.0,306200576.0,306664325.12,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,stack_pss_peak_bytes,89645568.0,160133324.8,160135168.0,140577792.0,204867584.0,205332377.6,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,path_length_m,30.673955002017024,51.977127602185234,51.977127602185234,30.512548623588685,53.717218005641215,53.717218005641215,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,euclidean_distance_m,24.39475555078453,35.05567001213926,35.05567001213926,24.39475555078453,35.05567001213926,35.05567001213926,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,length_over_euclidean,1.3203759102143393,1.8771235459783648,1.8771235459783648,1.3143009536042034,1.8794013062254284,1.8794013062254284,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,length_over_navfn,1.004057521866446,1.1263446429487454,1.1263446429487454,1.027771122435344,1.2086814621479658,1.2086814621479658,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,length_over_shortest_observed_valid,1.0351777492740823,1.1263446429487454,1.1263446429487454,1.027771122435344,1.2086814621479658,1.2086814621479658,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,minimum_clearance_m,0.3596900105476379,0.4996899664402008,0.4996899664402008,0.38976749777793884,0.4598449766635895,0.4598449766635895,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,footprint_collision_count,0.0,15.0,15.0,0.0,28.0,28.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,heading_change_p95_rad,0.1086213561116504,0.1222155869840988,0.1222155869840988,0.05202300302563055,0.061022966446139,0.061022966446139,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,curvature_p95_per_m,1.827995049270067,2.9725242448174667,2.9725242448174667,1.7806040728253205,3.2895437183064766,3.2895437183064766,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,preferred_radius_violation_count,24.5,49.0,49.0,54.0,83.0,83.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,in_place_rotation_count,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,reverse_distance_m,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
smac_hybrid,product,reverse_ratio,0.0,0.0,0.0,0.0,0.0,0.0,False,descriptive_only_stage3_uses_frozen_v1_queries_v2_requires_010_rerun
